RGB1_R,RGB1_G,RGB1_B,RGB2_R,RGB2_G,RGB2_B,RGB3_R,RGB3_G,RGB3_B,Emotion
219,229,229,252,253,253,255,250,184,Light
225,234,234,246,248,248,255,250,184,Light
220,230,230,255,250,184,251,252,252,Light
248,250,250,223,232,232,255,250,184,Light
251,252,252,255,250,184,220,230,230,Light
220,230,230,255,250,184,251,252,252,Light
255,250,184,248,250,250,223,232,232,Light
255,255,255,230,245,164,254,249,183,Lightl
231,245,165,255,255,255,253,249,182,Lightl
244,247,175,255,255,255,240,247,172,Lightl
248,248,178,255,255,255,236,246,169,Lightl
255,255,255,233,245,166,251,249,181,Lightl
246,248,177,255,255,255,238,246,170,Lightl
247,248,178,255,255,255,237,246,169,Lightl
243,247,174,255,255,255,241,247,173,Lightl
255,255,255,244,247,175,240,247,172,Lightl
229,0,13,22,96,128,20,117,108,Livery
229,0,13,20,113,112,22,100,124,Livery
23,87,136,19,126,100,229,0,13,Livery
18,137,90,24,76,146,229,0,13,Livery
22,100,124,20,113,112,229,0,13,Livery
21,103,121,21,110,115,229,0,13,Livery
20,115,111,229,0,13,22,98,125,Livery
19,127,99,23,86,137,229,0,13,Livery
25,72,149,17,141,87,229,0,13,Livery
124,22,43,112,40,73,242,100,1,Luxurious
191,169,11,131,0,15,0,0,0,Luxurious
225,26,42,191,169,11,60,0,30,Luxurious
4,15,50,122,147,126,37,95,81,Magnificent
4,20,54,130,160,141,37,95,81,Magnificent
126,154,134,37,95,81,4,18,52,Magnificent
66,1,40,121,123,131,0,0,0,Majestic
17,5,39,14,4,30,1,47,45,Majestic
12,3,26,19,6,43,1,47,45,Majestic
26,19,31,250,250,250,37,57,112,Masculine
5,36,63,60,91,153,215,217,218,Masculine
21,25,25,245,251,250,51,71,108,Masculine
7,39,84,217,228,228,7,41,85,Masculine
157,202,201,47,117,147,6,13,51,Masculine
199,38,45,93,0,45,156,132,11,Mature
138,0,7,139,102,96,64,12,97,Mellow
112,40,2,149,60,53,72,0,36,Mellow
105,0,51,142,98,18,32,10,70,Mellow
103,0,50,151,76,29,32,10,70,Mellow
83,6,40,223,26,42,61,24,75,Mellow
105,0,51,141,101,17,32,10,70,Mellow
88,5,42,186,51,35,32,10,70,Mellow
186,186,186,0,23,22,0,23,22,Metallic
80,72,87,242,242,242,5,33,66,Metallic
0,38,36,186,186,186,0,8,8,Metallic
254,230,194,213,168,129,213,186,177,Mild
208,180,137,247,223,193,221,194,188,Mild
254,230,194,219,155,122,211,184,165,Mild
36,96,86,255,255,255,26,12,39,Modern
8,142,109,222,222,222,21,21,21,Modern
5,143,106,222,222,222,23,23,23,Modern
45,60,88,231,217,225,39,73,63,Modern
11,11,11,123,135,156,107,168,150,Modern
3,3,3,71,89,121,163,180,175,Modern
127,183,189,203,187,210,0,0,0,Modern
141,143,125,45,0,5,131,133,107,Modest
129,113,83,204,204,204,85,54,87,Modest
112,116,72,184,184,184,32,9,66,Modest
179,47,103,143,204,130,107,57,138,Mysterious
198,24,83,51,124,112,84,25,124,Mysterious
178,47,103,143,204,131,107,58,138,Mysterious
187,45,105,98,182,131,96,37,140,Mysterious
161,62,106,159,200,147,77,42,96,Mysterious
184,46,105,146,208,129,102,50,130,Mysterious
147,180,169,67,20,93,75,93,140,Mysterious
186,148,68,168,168,100,168,182,98,Natural
151,87,31,208,181,137,118,182,33,Natural
166,151,51,199,190,140,140,174,67,Natural
209,196,143,104,126,98,3,87,46,Natural
153,142,55,169,174,116,118,158,67,Natural
166,151,51,180,184,137,140,174,67,Natural
218,217,152,120,147,84,33,98,37,Natural
255,255,255,95,182,180,33,79,157,Nimble
255,255,255,93,179,179,35,82,158,Nimble
255,255,255,79,156,174,49,105,163,Nimble
96,184,180,255,255,255,32,77,157,Nimble
255,255,255,47,103,162,81,158,175,Nimble
70,141,171,255,255,255,58,120,166,Nimble
48,103,163,255,255,255,80,158,174,Nimble
88,170,177,255,255,255,40,91,160,Nimble
37,85,159,255,255,255,91,176,178,Nimble
147,131,137,151,144,149,26,26,26,Noble
124,38,129,157,41,116,37,95,81,Noble
146,40,120,135,39,125,37,95,81,Noble
203,146,37,255,245,153,128,205,180,Open
255,250,184,255,173,25,108,195,156,Open
229,136,18,255,247,168,115,200,181,Open
169,123,20,189,187,138,73,97,27,Pastoral
196,182,139,255,250,184,133,187,156,Peaceful
129,160,126,159,164,128,174,174,174,Peaceful
108,172,156,255,250,184,135,185,153,Peaceful
253,249,209,232,230,210,118,195,146,Peaceful
124,180,154,255,250,184,119,177,155,Peaceful
221,194,153,245,241,194,132,190,144,Peaceful
99,137,118,223,211,155,158,171,157,Peaceful
130,99,61,52,51,49,87,54,9,Plaiced
75,53,23,64,52,35,130,99,61,Plaiced
56,51,45,83,54,13,130,99,61,Plaiced
53,51,47,86,54,11,130,99,61,Plaiced
63,52,36,130,99,61,76,53,22,Plaiced
53,51,48,130,99,61,86,54,10,Plaiced
88,54,9,130,99,61,51,51,49,Plaiced
130,99,61,65,52,34,74,53,24,Plaiced
130,99,61,76,53,22,63,52,36,Plaiced
171,181,136,164,182,179,240,242,233,Plain
252,249,181,188,186,180,171,181,136,Plain
185,186,138,230,245,164,160,188,145,Plain
209,176,134,232,127,106,249,223,226,Pleasant
235,126,102,211,195,146,215,144,92,Pleasant
235,171,105,253,221,201,187,128,93,Pleasant
200,185,188,121,123,131,215,226,226,Polished
242,242,242,160,186,182,158,188,181,Polished
199,185,188,215,225,225,121,123,131,Polished
48,103,110,127,89,51,30,25,22,Practical
72,13,104,176,153,141,1,19,28,Precious
179,179,179,86,40,107,2,27,39,Precious
44,16,94,127,84,111,0,0,0,Precious
155,193,190,132,148,148,5,35,67,Precise
78,152,149,166,181,183,6,13,55,Precise
155,192,189,132,149,149,5,35,67,Precise
159,194,191,130,146,146,5,36,68,Precise
91,165,159,166,181,183,4,11,47,Precise
91,165,159,166,181,183,4,14,44,Precise
91,165,159,166,181,183,3,17,40,Precise
248,123,148,255,242,71,78,181,135,Pretty
250,166,188,255,250,184,141,189,162,Pretty
255,250,184,249,147,176,136,180,179,Pretty
78,181,135,192,230,184,26,67,155,Progressive
5,11,49,242,242,242,11,31,118,Proper
242,242,242,10,28,108,6,14,59,Proper
242,242,242,5,11,51,11,31,116,Proper
242,242,242,10,28,106,6,14,61,Proper
7,18,75,9,24,92,242,242,242,Proper
11,29,109,242,242,242,5,13,58,Proper
242,242,242,8,20,80,8,22,87,Proper
5,13,55,11,29,112,242,242,242,Proper
10,27,105,6,15,62,242,242,242,Proper
141,117,17,162,145,45,145,111,93,Provincial
140,104,15,146,85,25,82,82,82,Provincial
168,168,168,140,111,37,132,103,45,Provincial
190,228,182,254,254,254,129,168,204,Pure
195,229,204,255,255,255,214,229,228,Pure
203,189,211,214,239,236,246,229,200,Pure
204,228,214,255,255,255,210,232,230,Pure
195,229,204,255,255,255,214,229,228,Pure
210,228,221,255,255,255,207,234,231,Pure
230,230,230,158,188,181,126,138,124,Quiet
199,199,199,109,130,115,28,62,54,Quiet
69,109,89,103,139,134,165,166,171,Quiet
227,227,227,98,116,114,51,71,108,Quiet
209,209,209,104,123,114,38,66,78,Quiet
21,76,33,171,181,136,44,136,70,Relaxed
39,123,62,26,89,41,171,181,136,Relaxed
22,79,34,171,181,136,43,133,69,Relaxed
171,181,136,23,81,36,42,131,67,Relaxed
30,98,47,35,114,56,171,181,136,Relaxed
21,77,33,44,135,70,171,181,136,Relaxed
33,109,53,32,103,50,171,181,136,Relaxed
171,181,136,32,105,51,33,107,52,Relaxed
28,95,45,171,181,136,37,117,58,Relaxed
209,194,143,242,102,4,166,151,53,Restful
253,192,145,254,249,184,171,181,136,Restful
253,192,145,254,230,194,202,192,141,Restful
191,169,11,138,0,7,27,62,19,Rich
191,169,11,138,0,7,66,65,14,Rich
227,44,31,236,81,11,191,169,11,Rich
7,0,0,138,0,7,97,13,5,Robust
115,124,98,51,51,51,148,142,66,Salty
156,181,141,255,255,255,162,163,90,Salty
164,157,69,154,187,162,255,255,255,Salty
134,100,98,196,183,186,237,239,239,Sedate
190,184,186,123,97,103,226,233,233,Sedate
115,95,108,211,211,211,191,197,197,Sedate
82,82,82,45,0,4,0,0,0,Serious
255,169,0,36,103,116,212,0,57,Showy
78,54,134,255,221,0,212,0,57,Showy
255,183,60,8,145,92,154,17,97,Showy
121,44,119,213,6,28,255,242,63,Showyl
191,15,49,255,242,63,143,35,98,Showyl
255,242,63,107,50,133,227,0,14,Showyl
255,242,63,160,28,80,174,22,67,Showyl
184,18,56,150,32,91,255,242,63,Showyl
255,242,63,158,29,82,176,21,65,Showyl
147,33,93,255,242,63,187,17,54,Showyl
208,8,33,126,42,114,255,242,63,Showyl
157,29,83,255,242,63,177,21,64,Showyl
207,169,161,188,184,183,133,95,104,Sleek
113,160,195,255,255,255,148,207,210,Smart
13,32,118,253,254,254,44,135,146,Smart
105,126,102,255,255,255,43,63,110,Smart
108,159,192,255,255,255,147,204,210,Smart
79,148,171,255,255,255,138,187,208,Smart
210,168,159,218,140,94,253,217,205,Smooth
210,168,159,253,217,205,220,137,95,Smooth
208,177,141,244,236,234,215,144,92,Smooth
120,108,66,186,186,186,121,132,121,Sober
112,115,71,186,186,186,126,127,126,Sober
130,99,61,186,186,186,115,137,112,Sober
115,95,108,222,222,222,103,123,101,Sober
185,186,186,129,99,63,123,126,126,Sober
115,95,108,222,222,222,117,123,124,Sober
245,238,226,250,233,209,171,181,136,Soft
23,9,42,161,161,161,48,48,48,Solemn
95,63,8,8,30,11,51,51,51,Sophisticated
124,170,202,106,190,186,255,255,255,Speedy
255,255,255,109,187,189,121,173,199,Speedy
110,186,189,255,255,255,120,174,199,Speedy
53,42,9,130,99,61,68,48,8,Splendid
130,99,61,63,46,8,58,44,9,Splendid
130,99,61,39,38,9,82,52,8,Splendid
130,99,61,77,50,8,44,40,9,Splendid
65,46,8,56,44,9,130,99,61,Splendid
69,48,8,52,42,9,130,99,61,Splendid
130,99,61,81,52,8,40,38,9,Splendid
65,47,8,56,43,9,130,99,61,Splendid
130,99,61,71,49,8,50,41,9,Splendid
255,255,255,229,0,13,10,50,123,Sporty
230,245,164,164,213,47,55,168,115,Steady
149,210,133,245,246,186,54,90,149,Steady
222,241,214,110,188,130,53,77,124,Steady
183,226,187,170,221,207,36,101,119,Steady
230,245,164,169,216,52,63,173,122,Steady
83,174,97,233,231,209,25,44,106,Steady
229,242,190,148,211,160,47,94,137,Steady
214,12,54,11,0,2,2,140,104,Striking
212,0,57,0,0,0,35,158,82,Striking
212,0,57,205,224,10,14,38,88,Striking
106,55,6,29,3,31,0,0,0,Sturdy
53,23,3,140,87,39,73,48,12,Sturdy
128,100,62,28,11,38,3,22,23,Sturdy
99,63,110,109,126,95,236,236,236,Stylish
159,158,159,96,61,107,142,192,156,Stylish
161,160,151,99,63,110,147,192,158,Stylish
14,33,119,99,115,112,25,25,26,Sublime
103,8,8,117,57,5,191,169,11,Substantial
124,59,6,191,169,11,93,21,18,Substantial
191,169,11,112,39,2,112,12,1,Substantial
142,109,94,122,122,122,51,52,48,Subtle
222,205,214,205,187,187,151,162,166,Subtle
223,200,204,157,134,142,184,182,184,Subtle
132,102,47,68,63,67,137,142,142,Subtle
128,102,101,102,102,102,51,62,33,Subtle
130,100,55,58,55,57,131,133,133,Subtle
232,214,224,213,187,187,163,178,180,Subtle
253,213,172,253,208,166,173,219,93,Sunny
254,230,194,252,182,149,222,214,162,Sunny
253,192,145,249,223,221,251,249,181,Sunny
254,230,194,251,167,89,251,180,174,Sweet
251,167,89,254,242,187,253,192,145,Sweet
251,140,89,253,224,198,253,192,145,Sweet
87,11,35,145,89,23,59,20,16,Tasteful
74,18,24,142,97,19,64,13,23,Tasteful
138,105,78,51,49,11,138,58,68,Tasteful
207,128,136,237,218,220,172,125,179,Tender
235,216,225,203,129,141,167,123,177,Tender
244,221,226,236,176,191,150,189,163,Tender
140,102,16,112,32,2,38,31,8,Traditional
174,217,95,251,249,184,153,193,151,Tranquil
252,230,193,169,181,135,184,185,184,Tranquil
153,193,151,230,211,167,203,203,203,Tranquil
204,196,136,198,232,184,153,193,151,Tranquil
216,230,187,130,184,123,143,157,143,Tranquil
155,164,71,212,0,57,38,160,117,Tropical
212,0,57,177,183,56,48,167,122,Tropical
201,18,76,111,161,77,23,95,69,Tropical
152,100,9,116,0,6,54,12,5,Untamed
151,192,181,217,228,228,89,161,158,Urbane
113,154,174,224,232,232,55,83,139,Urbane
117,135,119,236,235,183,4,36,65,Urbane
141,0,8,87,0,4,1,144,102,Vigorous
229,0,13,255,242,0,21,103,121,Vigorous
229,0,13,0,13,9,0,130,92,Vigorous
212,0,57,255,242,0,3,116,135,Vivid
212,0,57,12,135,101,255,242,0,Vivid
212,0,57,255,137,0,255,231,0,Vivid
242,245,245,169,186,167,37,54,99,Western
184,45,105,242,241,241,92,166,159,Western
255,255,255,98,181,138,51,71,108,Western
166,151,51,143,182,83,255,252,219,Wholesome
166,151,51,156,181,109,255,251,201,Wholesome
255,253,232,166,151,51,132,183,63,Wholesome
229,0,13,45,0,5,186,166,12,Wild
27,70,51,228,7,21,31,26,18,Wild
229,0,13,45,0,5,175,161,15,Wild
255,242,124,191,230,207,51,106,149,Young
78,181,135,236,239,124,174,198,223,Young
204,236,232,153,215,179,44,136,146,Young
86,184,131,255,242,110,8,104,141,Young
153,208,37,255,242,124,61,164,101,Youthful
255,242,118,255,255,255,121,198,113,Youthful
255,242,103,255,255,255,137,204,98,Youthful
151,207,36,255,242,124,59,163,98,Youthful
106,192,122,238,248,240,121,173,200,Youthful
255,242,124,255,255,255,124,175,176,Youthful
